Loan Amount,Loan Term,Employment Length,Home Ownership,Annual Income,Loan Purpose,Address State,Debt To Income Ratio,No. Delinquencies In Last 2 Years,Earliest Credit Line Opened,FICO Credit Score,No. Inquiries In Last 6 Months,Months Since Last Delinquency,No. Of Credit Lines,No. Adverse Public Records,Total Credit Balance,Use Of Credit Line,Total Number Of Credit Lines,Loan Application Description,No. Of Public Record Bankruptcies,Class
12000,60 Months,10,MORTGAGE,42000,Debt Consolidation,MD,10.71,None,35669.18958,685,0,53,6,None,26874,82.9,16,64,None,Creditworthy
12000,36 Months,10,RENT,90000,Debt Consolidation,NY,20.91,None,30599.19236,700,2,0,12,None,25273,65,20,182,None,Creditworthy
29800,36 Months,7,OWN,62352,Debt Consolidation,NJ,16.57,None,36959.13472,740,1,0,6,None,6369,23.2,37,336,None,Creditworthy
10000,36 Months,4,RENT,45600,Debt Consolidation,FL,4.32,None,35429.1875,670,0,49,3,None,2696,99.9,6,435,None,Uncreditworthy
16000,36 Months,10,RENT,200000,Car,FL,2.5,One,33029.23333,700,0,21,5,None,1735,3.18,17,190,None,Creditworthy
5600,36 Months,2,MORTGAGE,70000,Wedding,NC,7.23,None,34290.44722,750,1,60,8,None,8125,16.8,29,0,None,Creditworthy
3000,36 Months,10,MORTGAGE,58000,Other,CA,3.97,One,36179.21458,660,1,2,9,None,6405,73.6,19,0,None,Uncreditworthy
35000,60 Months,7,RENT,72000,Small Business,FL,10.08,None,37898.08056,750,5,0,15,None,2230,8.8,43,382,None,Creditworthy
22000,36 Months,10,RENT,82600,Debt Consolidation,CO,5.64,None,36089.2625,685,0,42,7,One,5686,69.3,19,411,One,Creditworthy
10000,36 Months,5,MORTGAGE,120000,Credit Card,CA,13.26,None,34319.38958,735,0,0,15,None,5344,19.3,45,210,None,Creditworthy
12000,60 Months,10,MORTGAGE,59000,Home Improvement,MO,3.09,None,35939.45347,770,2,0,5,None,8040,26.8,11,0,None,Creditworthy
18000,36 Months,6,RENT,80000,Credit Card,MA,17.23,None,30900.22569,725,0,0,14,None,28337,37.8,21,0,None,Creditworthy
13000,60 Months,10,MORTGAGE,85000,Credit Card,CT,18.92,None,32370.23194,720,0,0,14,None,8976,29.2,63,144,None,Creditworthy
11800,36 Months,2,MORTGAGE,175000,Debt Consolidation,NJ,7.48,None,33300.30694,750,0,71,7,None,30325,90,26,114,None,Creditworthy
6500,36 Months,0.5,MORTGAGE,73000,Debt Consolidation,TX,11.03,None,35280.35764,765,0,0,10,None,2088,15.5,33,0,None,Creditworthy
5000,36 Months,6,RENT,80000,Debt Consolidation,CA,12.93,None,36420.36944,665,2,0,11,None,14462,47.7,24,66,None,Uncreditworthy
9600,60 Months,10,MORTGAGE,60000,Major Purchase,PA,13.08,None,34770.33889,750,4,79,12,None,2058,7.7,37,174,None,Uncreditworthy
6800,36 Months,10,MORTGAGE,45000,Debt Consolidation,MO,17.79,None,31410.35903,775,0,0,8,None,3188,35.8,25,417,None,Creditworthy
3600,36 Months,2,RENT,45000,Credit Card,MA,11.52,None,38400.14653,760,0,0,11,None,3433,11.8,22,602,None,Creditworthy
12000,36 Months,10,MORTGAGE,99000,House,OH,2.21,None,30000,795,0,0,9,None,8052,18.9,25,180,None,Creditworthy
6500,36 Months,1,RENT,38400,Other,CO,17.25,One,38162.41944,705,1,10,9,None,2387,53,17,245,None,Creditworthy
12600,60 Months,6,MORTGAGE,72000,Major Purchase,PA,24.17,None,34650.40347,740,2,0,16,None,38316,56.2,62,131,None,Creditworthy
6400,36 Months,10,MORTGAGE,58000,Debt Consolidation,IL,9.14,Two,34380.41944,665,0,7,13,None,24300,88.5,26,0,None,Creditworthy
7000,36 Months,5,MORTGAGE,70000,Car,IL,11.3,None,34350.47083,790,1,0,16,None,4120,8.4,47,45,None,Creditworthy
5000,36 Months,4,MORTGAGE,195000,Medical,IL,19.11,None,33090.05139,700,0,0,11,None,50000,77.3,29,351,None,Creditworthy
7700,36 Months,3,MORTGAGE,46000,Debt Consolidation,NC,16.43,None,36960.47292,715,1,0,5,None,7461,82.9,21,478,None,Creditworthy
10700,36 Months,4,RENT,32000,Debt Consolidation,NJ,18.68,None,38340.06875,770,2,0,13,None,2125,6,24,838,None,Creditworthy
25000,36 Months,5,MORTGAGE,73476,Debt Consolidation,AZ,24.56,One,36810.14375,695,0,11,10,None,8714,77.8,42,0,None,Uncreditworthy
4300,36 Months,10,MORTGAGE,90000,Debt Consolidation,NC,24.54,None,35266.36806,710,0,27,13,None,5246,24.9,45,120,None,Creditworthy
5950,36 Months,2,MORTGAGE,57000,Small Business,TX,14.02,None,36360.14514,715,1,0,4,None,19736,96.3,12,681,None,Creditworthy
19500,60 Months,10,MORTGAGE,57600,Home Improvement,NV,16.9,None,36276.21319,750,2,0,6,None,50000,27.1,27,0,None,Uncreditworthy
5000,36 Months,0,RENT,15000,Debt Consolidation,OR,12,Two,31050.26319,720,0,15,8,None,4174,23.9,21,139,None,Uncreditworthy
25000,60 Months,10,RENT,64000,Debt Consolidation,NY,14.49,None,32611.19861,725,1,0,8,None,9943,31.4,17,568,None,Uncreditworthy
2000,36 Months,0.5,RENT,69000,Debt Consolidation,TX,5.83,None,34771.20903,715,1,0,8,One,5630,33.9,31,364,One,Creditworthy
3700,36 Months,3,RENT,94000,Debt Consolidation,GA,6.01,None,35731.23056,720,0,69,7,None,6085,39,17,698,None,Creditworthy
18000,60 Months,7,MORTGAGE,45000,Medical,CA,14.29,None,38611.44792,675,1,0,5,None,6859,85.7,8,239,None,Uncreditworthy
12000,60 Months,10,MORTGAGE,40809,Other,FL,27.26,None,36661.47917,730,1,0,7,None,9614,52,11,992,None,Uncreditworthy
6000,36 Months,0.5,MORTGAGE,24000,Credit Card,MO,2,None,35851.17014,755,0,0,3,None,1779,98.8,10,263,None,Creditworthy
16000,60 Months,10,MORTGAGE,70000,Debt Consolidation,NH,1.44,One,35371.15833,670,0,18,5,None,5833,55,31,97,None,Creditworthy
25500,36 Months,2,MORTGAGE,75000,Small Business,WA,8.93,None,36962.17153,695,1,54,6,None,7736,75.1,13,912,None,Uncreditworthy
4000,36 Months,10,RENT,45000,Other,NJ,17.73,None,35491.15833,675,3,39,13,None,17869,91.1,36,0,None,Uncreditworthy
13000,36 Months,9,RENT,110400,Debt Consolidation,CA,19.87,None,36151.19861,735,0,40,20,None,13733,15.5,29,486,None,Creditworthy
30000,36 Months,10,MORTGAGE,78252,Debt Consolidation,WA,11.09,None,30000,715,1,0,7,None,26825,95.5,24,295,None,Creditworthy
21000,60 Months,10,MORTGAGE,200000,Debt Consolidation,CT,10.59,None,34592.22153,680,0,60,12,None,38588,87.5,30,0,None,Creditworthy
10000,36 Months,1,RENT,50000,Credit Card,MA,21.46,None,37802.21458,695,0,0,7,None,10990,71.4,11,0,None,Creditworthy
12000,36 Months,6,MORTGAGE,55000,Credit Card,MN,9.4,None,37412.30833,760,1,0,18,None,8877,19.7,50,86,None,Creditworthy
10625,60 Months,6,MORTGAGE,167000,Debt Consolidation,CA,14.45,None,35372.125,710,1,0,17,None,20361,73,52,0,None,Creditworthy
8000,60 Months,10,MORTGAGE,113592,Car,CA,0.96,None,36842.53542,790,0,0,2,None,3036,17.2,11,203,None,Creditworthy
35000,60 Months,10,MORTGAGE,90000,Debt Consolidation,FL,13.91,None,35432.52431,755,0,0,15,None,27803,40.2,41,86,None,Creditworthy
14400,36 Months,8,RENT,125000,Debt Consolidation,MA,8.57,One,34832.13194,710,2,13,9,None,23438,59.5,55,0,None,Uncreditworthy
9000,36 Months,4,MORTGAGE,190000,Vacation,CA,0.97,None,33422.16181,785,0,0,5,None,3194,11,13,0,None,Creditworthy
7000,36 Months,6,MORTGAGE,58000,Debt Consolidation,AL,23.52,None,34232.19028,675,2,51,20,One,9005,53.9,57,209,One,Uncreditworthy
28000,60 Months,1,RENT,80000,Credit Card,CA,14.05,None,36482.26736,760,0,0,6,None,6904,24.3,18,376,None,Creditworthy
8800,36 Months,7,RENT,48000,Debt Consolidation,NY,22.55,None,36662.28958,765,3,0,7,None,1007,40.3,29,0,None,Creditworthy
15000,36 Months,3,MORTGAGE,104000,Debt Consolidation,CA,17.43,None,37506.27986,695,1,0,13,None,17620,68.8,40,0,None,Uncreditworthy
25000,60 Months,10,MORTGAGE,200000,Wedding,NY,3.83,None,33242.36111,720,0,47,13,None,34069,66.3,35,0,None,Creditworthy
8650,36 Months,4,MORTGAGE,60000,Home Improvement,MD,11.14,None,38553.25694,720,0,26,7,None,1465,26.6,13,251,None,Creditworthy
8000,36 Months,10,MORTGAGE,70000,Debt Consolidation,MO,6.15,None,36063.34028,720,0,0,5,None,7081,71.5,21,0,None,Creditworthy
7200,36 Months,4,MORTGAGE,51800,Credit Card,KS,11.77,One,36633.10417,685,0,18,10,None,12408,54.2,23,977,None,Creditworthy
1200,36 Months,6,RENT,42000,Major Purchase,CA,13.49,One,35313.18264,660,0,20,4,None,3255,40.7,14,136,None,Creditworthy
29300,60 Months,3,MORTGAGE,65000,Major Purchase,CA,2.05,One,34388.41875,765,0,19,12,None,1843,4.2,30,178,None,Creditworthy
5200,36 Months,10,MORTGAGE,49536,Car,AR,9.08,None,36693.27639,755,2,0,6,None,10572,44,29,134,None,Creditworthy
16000,60 Months,2,MORTGAGE,96000,Car,OR,22.18,None,34173.37083,765,2,76,13,None,19962,40.7,45,169,None,Creditworthy
28000,36 Months,8,MORTGAGE,200000,Small Business,NY,0.56,None,30000,800,3,0,9,None,0,0,17,780,None,Creditworthy
5000,36 Months,10,OWN,54080,Debt Consolidation,NJ,4.15,None,33904.41806,740,0,0,8,One,941,2,21,211,None,Creditworthy
24000,36 Months,3,MORTGAGE,153660,Debt Consolidation,CO,7.4,None,35974.40556,760,2,0,6,None,10695,42.1,24,0,None,Creditworthy
35000,60 Months,10,MORTGAGE,109592,Debt Consolidation,NY,13.72,None,30000,735,0,48,15,None,41795,34.7,35,0,None,Uncreditworthy
12000,36 Months,2,OWN,50000,Debt Consolidation,CA,8.11,None,37564.47361,695,0,0,7,None,12346,89.5,25,723,None,Creditworthy
12800,36 Months,4,RENT,77385.19,Debt Consolidation,CA,15.26,None,35555.38403,740,0,70,7,None,9046,34,23,0,None,Creditworthy
3600,36 Months,1,RENT,105000,Vacation,NY,13.45,None,35374.09722,670,1,0,8,None,50000,97.5,21,198,None,Creditworthy
7875,36 Months,4,MORTGAGE,55680,Credit Card,FL,6.81,Two,38014.49306,700,0,23,6,None,7897,77.4,17,132,None,Creditworthy
16450,60 Months,10,MORTGAGE,40000,Debt Consolidation,MA,22.8,One,33155.19097,690,1,3,8,None,16959,51.7,14,788,None,Creditworthy
13225,60 Months,10,MORTGAGE,120000,Debt Consolidation,MD,22.43,None,31925.17361,755,3,0,15,None,19232,42.9,40,707,None,Creditworthy
9375,36 Months,1,RENT,30000,Debt Consolidation,LA,19.88,None,39090.14583,700,0,0,6,None,4849,71.3,11,96,None,Uncreditworthy
12000,60 Months,7,OWN,140000,Renewable Energy,TX,14.34,None,35405.30139,690,2,0,8,None,26216,90.7,35,0,None,Creditworthy
9000,36 Months,5,MORTGAGE,84191,Major Purchase,NC,19.68,None,35765.39167,740,0,0,18,None,26350,44.3,50,274,None,Creditworthy
3350,36 Months,8,RENT,36000,Debt Consolidation,AZ,25.57,None,37520.05833,720,0,0,7,None,13007,58.3,23,0,None,Creditworthy
5375,36 Months,2,RENT,23400,Debt Consolidation,WI,23.38,None,39245.43403,695,1,0,6,None,7117,61.4,11,131,None,Creditworthy
35000,60 Months,8,RENT,92000,Debt Consolidation,OH,8.26,None,35430.34653,740,0,0,11,None,40274,49.4,32,235,None,Creditworthy
19000,60 Months,10,OWN,39000,Debt Consolidation,VA,19.2,None,30427.42639,670,0,39,9,None,10019,58.6,21,416,None,Creditworthy
7000,36 Months,10,RENT,45000,Debt Consolidation,IL,7.39,None,36125.22708,710,3,0,15,None,7995,42.3,38,685,None,Creditworthy
18000,60 Months,8,MORTGAGE,125004,Debt Consolidation,IL,8.24,None,33907.2375,785,2,0,9,None,13602,21.6,35,511,None,Creditworthy
8000,36 Months,3,RENT,26000,Debt Consolidation,LA,14.35,None,31205.47986,725,2,29,15,None,9538,24.4,24,0,None,Creditworthy
26375,60 Months,10,MORTGAGE,78000,Debt Consolidation,NJ,16.54,None,33786.44375,730,3,0,11,None,33956,68.5,16,345,None,Creditworthy
8100,36 Months,6,RENT,85000,Small Business,IL,16.4,None,37079.53125,750,0,0,8,None,7530,27,13,92,None,Creditworthy
12000,60 Months,10,MORTGAGE,42000,Debt Consolidation,GA,10.43,None,35945.04653,780,0,0,22,None,14618,11.6,61,0,None,Creditworthy
15000,60 Months,9,MORTGAGE,95000,Home Improvement,CA,7.3,None,36842.40694,765,0,0,6,None,2886,11.6,11,80,None,Creditworthy
35000,60 Months,4,MORTGAGE,51000,Small Business,KS,0.35,None,35859.05,810,0,0,5,None,739,5.2,13,0,None,Uncreditworthy
9800,36 Months,3,MORTGAGE,110400,Other,WA,24.2,None,37565.08472,665,2,0,28,None,27743,41,46,0,None,Creditworthy
3600,60 Months,6,OWN,21456,Other,TX,4.14,None,38255.09861,670,0,0,2,None,1980,79.2,3,558,None,Uncreditworthy
4000,36 Months,3,RENT,65000,Debt Consolidation,UT,7.92,None,38615.15625,750,2,0,6,None,1696,22,12,389,None,Creditworthy
3000,36 Months,3,MORTGAGE,75000,Credit Card,CA,9.09,One,36725.17222,715,0,19,8,None,3166,17.5,30,185,None,Creditworthy
2500,60 Months,3,RENT,50000,Debt Consolidation,TX,20.28,None,37896.51042,675,0,0,16,None,7800,61.9,35,138,None,Creditworthy
4800,36 Months,2,RENT,14400,Car,CA,2.08,None,38885.29167,695,1,33,2,None,40,2.2,9,159,None,Creditworthy
10000,36 Months,0.5,MORTGAGE,90000,Home Improvement,VA,6.37,None,36575.2375,790,3,0,7,None,342,2.3,8,0,None,Creditworthy
25000,60 Months,1,MORTGAGE,57500,Debt Consolidation,CO,19.66,None,34655.28264,740,0,0,12,None,21447,41.6,38,54,None,Creditworthy
13300,60 Months,4,MORTGAGE,48000,Credit Card,IL,15.18,None,36096.30278,665,1,38,14,None,15521,46.2,25,190,None,Creditworthy
2400,36 Months,10,MORTGAGE,39600,Other,NY,14.18,None,35406.14861,770,0,0,15,None,1696,3.5,31,0,None,Creditworthy
21725,60 Months,10,RENT,50000,Debt Consolidation,NV,21.07,None,35769.40903,675,0,0,13,None,34927,70.6,27,634,None,Uncreditworthy
6000,36 Months,1,RENT,60000,Debt Consolidation,FL,10.28,None,38286.39722,760,0,0,8,None,7265,27.6,23,0,None,Creditworthy
7600,36 Months,0,MORTGAGE,48000,Debt Consolidation,AL,21.2,None,36186.28403,665,2,0,11,None,11524,82.3,30,0,None,Uncreditworthy
5150,36 Months,3,MORTGAGE,111000,House,NC,0.94,None,38316.33194,800,0,0,4,None,12183,26.4,11,132,None,Creditworthy
3000,36 Months,10,MORTGAGE,37000,Debt Consolidation,FL,25.01,None,33606.34722,745,2,0,13,None,15229,14.9,29,0,None,Uncreditworthy
14000,36 Months,10,MORTGAGE,85000,Credit Card,CT,8.02,None,33276.37014,765,0,0,7,None,14386,18.8,25,103,None,Creditworthy
12000,36 Months,1,MORTGAGE,154000,Debt Consolidation,FL,4.34,None,35376.36111,695,3,63,8,None,5016,38.9,28,497,None,Creditworthy
4000,36 Months,4,MORTGAGE,60000,Medical,IL,7.78,None,34956.40625,805,1,0,4,None,78,0.8,20,0,None,Creditworthy
12000,36 Months,4,RENT,53000,Credit Card,NY,11.3,None,36427.19375,760,0,0,6,None,11871,64.9,25,0,None,Creditworthy
6000,36 Months,6,RENT,45000,Debt Consolidation,NY,19.73,None,36246.42708,695,1,0,12,One,6217,31.1,27,0,One,Creditworthy
28000,36 Months,4,MORTGAGE,124800,Credit Card,FL,15.65,None,36791.2375,725,0,0,14,None,40868,40,28,90,None,Creditworthy
14000,36 Months,4,RENT,40000,Other,FL,27.66,None,36156.45,765,0,0,8,None,2733,17,29,340,None,Creditworthy
12000,36 Months,10,MORTGAGE,76000,Debt Consolidation,NJ,5.91,None,30000,780,1,48,12,None,8566,22.2,43,353,None,Creditworthy
23000,60 Months,10,RENT,68000,Debt Consolidation,CA,20.51,None,36246.52014,695,1,0,11,None,19561,88.1,25,257,None,Creditworthy
4000,36 Months,1,RENT,35000,Wedding,CA,7.44,None,38586.12431,700,1,0,10,None,2983,31.4,13,0,None,Creditworthy
7400,36 Months,3,MORTGAGE,31075,Debt Consolidation,AZ,14.17,None,36966.06806,720,0,0,8,None,6639,29.3,10,0,None,Creditworthy
12000,36 Months,9,MORTGAGE,58608,Debt Consolidation,FL,8.8,None,35556.14236,745,0,0,13,None,25904,43.4,33,300,None,Creditworthy
12500,60 Months,10,RENT,66000,Debt Consolidation,GA,22.58,One,33156.17292,700,0,18,13,None,24974,48.4,24,0,None,Uncreditworthy
6000,36 Months,1,RENT,45000,Medical,TX,17.33,Five,35346.28056,675,0,20,13,None,7483,53.8,27,0,None,Creditworthy
4200,36 Months,2,MORTGAGE,120000,Home Improvement,AL,6.35,None,35077.20417,680,1,46,15,None,2813,40.2,26,0,None,Creditworthy
5000,36 Months,9,MORTGAGE,92000,Home Improvement,MA,13.28,None,35497.20764,740,3,30,12,None,50000,52,36,102,None,Uncreditworthy
15000,60 Months,10,RENT,40800,Medical,NJ,13.84,None,38257.35,710,0,33,6,None,2439,17.1,16,0,None,Uncreditworthy
11000,60 Months,3,RENT,37000,Debt Consolidation,CT,20.46,One,35647.50972,675,1,21,7,None,12444,86.4,15,205,None,Uncreditworthy
9000,36 Months,0.5,MORTGAGE,90000,Credit Card,NC,17.76,None,35407.49306,695,2,0,17,One,11831,44,35,149,One,Creditworthy
7500,36 Months,10,OWN,21000,Credit Card,PA,12.11,None,34087.07361,695,1,43,13,None,7902,44.9,33,0,None,Creditworthy
9000,60 Months,7,MORTGAGE,95004,Debt Consolidation,VT,17.96,None,37537.09444,715,3,0,11,None,17065,66.1,26,193,None,Creditworthy
14000,60 Months,10,MORTGAGE,103000,Debt Consolidation,NY,9.5,None,36067.0875,685,1,0,6,One,6548,81.8,25,802,One,Uncreditworthy
7000,36 Months,8,RENT,90000,Debt Consolidation,MI,19.63,None,36457.36181,695,2,25,5,None,23655,94.6,23,0,None,Creditworthy
17000,36 Months,10,OWN,44004,Debt Consolidation,WV,24.73,None,34027.17222,795,2,0,14,None,1159,3.9,22,96,None,Creditworthy
12000,36 Months,0.5,RENT,75000,Other,NY,13.92,None,38137.34653,765,1,0,11,None,4469,7.2,29,46,None,Creditworthy
2500,36 Months,4,MORTGAGE,104085,Debt Consolidation,NY,9.57,None,36277.21667,670,2,0,14,None,20233,86.8,26,216,None,Uncreditworthy
10000,36 Months,4,RENT,33000,Debt Consolidation,NV,24.84,None,37548.46875,695,1,62,7,None,869,57.9,14,0,None,Creditworthy
9000,36 Months,4,MORTGAGE,52260,Home Improvement,AR,13.09,None,37537.22708,785,1,0,5,None,109,1.7,10,53,None,Creditworthy
21000,60 Months,4,MORTGAGE,200000,Other,VA,5.53,None,39608.27153,685,0,0,7,None,22973,70.8,11,0,None,Creditworthy
8000,36 Months,10,RENT,164000,Other,MN,4.4,None,34267.29931,735,0,24,11,None,10312,22.7,26,0,None,Creditworthy
7000,36 Months,0.5,RENT,24000,Debt Consolidation,TX,13.35,None,36009.35,750,0,31,4,None,4689,38.1,20,200,None,Creditworthy
15950,60 Months,4,MORTGAGE,85200,Car,HI,2.7,One,35377.46319,775,0,19,5,None,9081,24.9,15,0,None,Creditworthy
8000,36 Months,8,MORTGAGE,40000,Debt Consolidation,OH,21.51,None,37147.49722,735,0,40,9,None,6522,19.6,29,0,None,Uncreditworthy
4000,36 Months,1,RENT,21864,Debt Consolidation,NJ,11.53,None,39488.3625,715,0,29,5,None,0,0,5,949,None,Creditworthy
6000,36 Months,2,MORTGAGE,52000,Credit Card,NC,3.97,None,37658.39444,725,1,0,7,None,7242,89.4,14,224,None,Creditworthy
31500,60 Months,10,MORTGAGE,132000,Other,CO,6.01,None,36350.51042,765,6,0,7,None,33690,41.7,31,0,None,Creditworthy
14000,36 Months,0.5,MORTGAGE,145000,Credit Card,FL,9.67,None,36490.49028,670,0,0,13,None,28318,88.9,18,784,None,Creditworthy
7600,36 Months,7,MORTGAGE,30000,Debt Consolidation,NY,19.84,None,37328.43125,755,0,0,7,None,10305,47.9,14,0,None,Creditworthy
9600,36 Months,1,RENT,69996,Debt Consolidation,CA,20.4,None,35798.49653,690,0,0,9,None,11748,87,22,296,None,Creditworthy
25600,36 Months,1,RENT,120000,Credit Card,CA,15.72,None,35498.49792,710,0,60,5,None,26816,88.5,15,138,None,Creditworthy
14500,36 Months,10,MORTGAGE,125000,Debt Consolidation,CT,12.58,None,33638.52778,720,0,70,14,None,50000,62.3,35,74,None,Creditworthy
10000,36 Months,0.5,RENT,40000,Other,CA,5.34,None,37118.07778,765,1,0,18,None,1581,6.9,32,0,None,Creditworthy
7000,36 Months,10,RENT,80000,Vacation,MA,13.99,None,32678.12431,780,0,0,9,None,27255,32.5,35,0,None,Uncreditworthy
7500,36 Months,0.5,RENT,115000,Wedding,IL,11.92,None,37479.39444,660,1,40,14,None,3876,22.1,33,0,None,Creditworthy
2200,36 Months,3,MORTGAGE,86015,Home Improvement,NY,1.02,None,38948.15764,725,0,0,4,None,2639,97.7,9,0,None,Creditworthy
9200,60 Months,7,RENT,72000,Credit Card,CA,6.27,None,35775.31528,700,0,30,7,None,1304,46.6,25,0,None,Creditworthy
7000,36 Months,0.5,RENT,72000,Wedding,CT,20.72,None,35528.31528,715,0,0,9,None,6659,88.8,28,536,None,Creditworthy
35000,60 Months,8,MORTGAGE,170000,Debt Consolidation,NJ,12.79,None,36068.45625,775,2,0,16,None,23079,27,54,331,None,Creditworthy
4200,36 Months,9,MORTGAGE,65000,Debt Consolidation,GA,22.91,None,34359.23611,660,1,37,20,None,12176,50.9,47,0,None,Creditworthy
32350,60 Months,3,MORTGAGE,80000,Debt Consolidation,FL,22.9,None,31839.13472,715,0,0,16,None,18214,76.2,29,420,None,Uncreditworthy
2500,36 Months,4,MORTGAGE,32000,Other,FL,1.31,None,38079.25069,690,3,0,17,None,629,41.9,27,157,None,Uncreditworthy
9000,60 Months,8,MORTGAGE,84996,Debt Consolidation,VA,15.36,None,36981.29097,685,3,68,23,One,8813,27.3,29,231,None,Creditworthy
11725,60 Months,1,RENT,85000,Debt Consolidation,AZ,4.7,None,35806.16667,680,1,0,9,None,14493,66.2,15,76,None,Uncreditworthy
9000,60 Months,7,RENT,43000,Car,PA,5.69,One,36159.19306,705,0,1,5,None,79,2.1,9,212,None,Creditworthy
10000,36 Months,10,MORTGAGE,95234,Debt Consolidation,NY,15.81,One,34689.17917,665,0,21,7,None,33803,97.7,23,152,None,Creditworthy
3625,36 Months,3,RENT,65000,Debt Consolidation,CA,14.18,None,34659.21181,770,0,0,11,None,3077,10.3,24,0,None,Creditworthy
30000,60 Months,3,RENT,110000,Debt Consolidation,DC,8.54,None,36875.06944,670,1,44,4,None,23478,91.7,17,68,None,Uncreditworthy
14000,36 Months,6,MORTGAGE,76000,Debt Consolidation,FL,7.33,None,32607.37917,695,2,0,12,None,17586,66.7,19,58,None,Creditworthy
13250,36 Months,3,RENT,40000,Debt Consolidation,IL,24.54,None,37360.15069,705,2,0,8,None,15520,76.8,18,347,None,Creditworthy
6000,36 Months,10,OWN,106870,Credit Card,MS,15.99,None,30816.33889,665,1,42,11,None,20782,66,35,0,None,Creditworthy
10800,36 Months,6,RENT,63000,Debt Consolidation,CT,18.23,None,34644.14514,660,2,68,11,None,22141,59.5,16,754,None,Uncreditworthy
3000,36 Months,9,RENT,71000,Debt Consolidation,TX,13.62,None,35934.175,685,0,78,6,None,12282,77.2,11,125,None,Creditworthy
16000,60 Months,5,RENT,43000,Debt Consolidation,NY,22.94,None,38552.46111,715,1,0,15,None,13724,28.8,22,45,None,Creditworthy
16000,60 Months,10,MORTGAGE,77000,Debt Consolidation,NJ,4.74,Two,34716.31597,750,1,14,16,None,12688,8.9,37,172,None,Creditworthy
14000,60 Months,0,RENT,51713,Debt Consolidation,CA,20.05,None,34420.43472,665,1,42,14,None,12015,69.1,30,89,None,Uncreditworthy
35000,60 Months,10,RENT,85000,Debt Consolidation,CA,7.93,None,35604.40069,735,2,0,7,None,23098,74.5,33,433,None,Uncreditworthy
30000,60 Months,10,RENT,90000,Debt Consolidation,NY,18.99,One,34368.21597,665,1,21,10,None,5768,76.9,33,0,None,Uncreditworthy
6400,36 Months,3,MORTGAGE,97000,Credit Card,VA,17.43,None,34164.06458,675,2,0,13,None,30002,90.1,41,0,None,Creditworthy
20000,60 Months,3,MORTGAGE,70000,Debt Consolidation,KY,6.87,None,37577.42222,705,2,0,9,None,10116,74.4,16,588,None,Creditworthy
14000,36 Months,10,MORTGAGE,45000,Debt Consolidation,NY,9.12,None,32183.31944,760,3,0,9,None,8052,34.8,16,71,None,Creditworthy
12000,36 Months,4,MORTGAGE,32000,Debt Consolidation,FL,10.39,None,36053.13958,690,3,67,6,None,5930,53.4,16,0,None,Uncreditworthy
13975,36 Months,1,MORTGAGE,42000,Credit Card,CA,17.06,None,35686.18542,720,0,0,11,None,20975,59.3,26,190,None,Creditworthy
